Test time, Test, Node, Response Time, Error
03-03-2014 13:10, gskbio-akamai-sbhardwa - FF Agent,Barcelona  ES - Adam - IPv6,0.682,
03-03-2014 13:10, gskbio-akamai-sbhardwa - FF Agent,Boston  MA - Savvis,0.891,
03-03-2014 13:10, gskbio-origin-sbhardwa - FF Agent,Madrid  Spain - Orange,1.658,
03-03-2014 13:10, gskbio-akamai-sbhardwa - FF Agent,Perth - Telstra,2.406,
03-03-2014 13:10, gskbio-akamai-sbhardwa - FF Agent,Madrid  Spain - Orange,0.455,
03-03-2014 13:11, gskbio-akamai-sbhardwa - FF Agent,Munich  Germany - Telefonica,0.641,
03-03-2014 13:11, gskbio-origin-sbhardwa - FF Agent,Munich  Germany - Telefonica,1.63,
03-03-2014 13:11, gskbio-origin-sbhardwa - FF Agent,Bangalore  India - TATA (VSNL),3.241,
03-03-2014 13:11, gskbio-akamai-sbhardwa - FF Agent,Bangalore  India - TATA (VSNL),2.014,
03-03-2014 13:11, gskbio-akamai-sbhardwa - FF Agent,Paris  France - Limelight,0.378,
03-03-2014 13:11, gskbio-origin-sbhardwa - FF Agent,Paris  France - Limelight,0.439,
03-03-2014 13:11, gskbio-origin-sbhardwa - FF Agent,Berlin  Germany - Versatel,0.483,
03-03-2014 13:11, gskbio-akamai-sbhardwa - FF Agent,Rome  Italy - ITnet,0.67,
03-03-2014 13:11, gskbio-origin-sbhardwa - FF Agent,Rome  Italy - ITnet,0.534,
03-03-2014 13:11, gskbio-akamai-sbhardwa - FF Agent,Berlin  Germany - Versatel,0.352,
03-03-2014 13:11, gskbio-origin-sbhardwa - FF Agent,London  UK - Cable & Wireless,0.21,
03-03-2014 13:11, gskbio-akamai-sbhardwa - FF Agent,London  UK - Cable & Wireless,0.173,
03-03-2014 13:11, gskbio-origin-sbhardwa - FF Agent,Boston  MA - Savvis,1.681,
03-03-2014 13:11, gskbio-akamai-sbhardwa - FF Agent,London  UK - Telstra,0.286,
03-03-2014 13:11, gskbio-origin-sbhardwa - FF Agent,London  UK - Telstra,0.487,
03-03-2014 13:11, gskbio-akamai-sbhardwa - FF Agent,Washington  D.C. - Verizon,0.735,
03-03-2014 13:11, gskbio-origin-sbhardwa - FF Agent,Washington  D.C. - Verizon,1.118,
03-03-2014 13:11, gskbio-akamai-sbhardwa - FF Agent,London  UK - Verizon,0.187,
03-03-2014 13:11, gskbio-origin-sbhardwa - FF Agent,London  UK - Verizon,0.268,
03-03-2014 13:11, gskbio-akamai-sbhardwa - FF Agent,Tokyo  Japan - NTT,2.093,
03-03-2014 13:11, gskbio-origin-sbhardwa - FF Agent,Tokyo  Japan - NTT,4.477,
03-03-2014 13:11, gskbio-origin-sbhardwa - FF Agent,Barcelona  ES - Adam - IPv6,0.986,
03-03-2014 13:11, gskbio-origin-sbhardwa - FF Agent,Atlanta  GA - Verizon,2.056,
03-03-2014 13:11, gskbio-origin-sbhardwa - FF Agent,Perth - Telstra,6.207,
03-03-2014 13:11, gskbio-akamai-sbhardwa - FF Agent,Paris  France - France Telecom,0.195,
03-03-2014 13:11, gskbio-origin-sbhardwa - FF Agent,Paris  France - France Telecom,0.743,
03-03-2014 13:11, gskbio-akamai-sbhardwa - FF Agent,Tokyo  Japan - KDDI,1.754,
03-03-2014 13:11, gskbio-origin-sbhardwa - FF Agent,Tokyo  Japan - KDDI,5.914,
03-03-2014 13:11, gskbio-origin-sbhardwa - FF Agent,Madrid  Spain - Telefonica,1.313,
03-03-2014 13:11, gskbio-akamai-sbhardwa - FF Agent,Madrid  Spain - Telefonica,3.238,
03-03-2014 13:11, gskbio-akamai-sbhardwa - FF Agent,Sydney  Australia - Telstra,2.117,
03-03-2014 13:11, gskbio-akamai-sbhardwa - FF Agent,Atlanta  GA - Verizon,0.998,
03-03-2014 13:11, gskbio-origin-sbhardwa - FF Agent,Sydney  Australia - Telstra,5.118,
03-03-2014 13:11, gskbio-origin-sbhardwa - FF Agent,Los Angeles  CA - Verizon,2.03,
03-03-2014 13:11, gskbio-akamai-sbhardwa - FF Agent,Los Angeles  CA - Verizon,1.148,
03-03-2014 13:11, gskbio-akamai-sbhardwa - FF Agent,Singapore  Singapore - Singtel,1.97,
03-03-2014 13:11, gskbio-origin-sbhardwa - FF Agent,Singapore  Singapore - Singtel,4.53,
03-03-2014 13:12, gskbio-origin-sbhardwa - FF Agent,San Jose  CA - Verizon,2.968,
03-03-2014 13:12, gskbio-akamai-sbhardwa - FF Agent,San Jose  CA - Verizon,1.09,
03-03-2014 13:12, gskbio-origin-sbhardwa - FF Agent,New York  NY - Sprint,1.228,
03-03-2014 13:12, gskbio-akamai-sbhardwa - FF Agent,New York  NY - Sprint,0.766,
03-03-2014 13:12, gskbio-origin-sbhardwa - FF Agent,Mesa  AZ - AT&T,3.205,
03-03-2014 13:12, gskbio-akamai-sbhardwa - FF Agent,Dallas  TX - AT&T,0.952,
03-03-2014 13:12, gskbio-origin-sbhardwa - FF Agent,Dallas  TX - AT&T,2.002,
03-03-2014 13:12, gskbio-akamai-sbhardwa - FF Agent,Mesa  AZ - AT&T,1.137,
03-03-2014 13:14, gskbio-akamai-sbhardwa - FF Agent,Melbourne  AU - Intervolve,2.753,
03-03-2014 13:15, gskbio-origin-sbhardwa - FF Agent,Melbourne  AU - Intervolve,3.758,
03-03-2014 14:10, gskbio-akamai-sbhardwa - FF Agent,Barcelona  ES - Adam,1.074,
03-03-2014 14:11, gskbio-akamai-sbhardwa - FF Agent,Boston  MA - Savvis,0.87,
03-03-2014 14:11, gskbio-origin-sbhardwa - FF Agent,Barcelona  ES - Adam,0.678,
03-03-2014 14:11, gskbio-akamai-sbhardwa - FF Agent,Perth - Telstra,2.33,
03-03-2014 14:11, gskbio-origin-sbhardwa - FF Agent,Madrid  Spain - Orange,0.837,
03-03-2014 14:11, gskbio-akamai-sbhardwa - FF Agent,Madrid  Spain - Orange,0.728,
03-03-2014 14:11, gskbio-origin-sbhardwa - FF Agent,Munich  Germany - Telefonica,0.467,
03-03-2014 14:11, gskbio-akamai-sbhardwa - FF Agent,Munich  Germany - Telefonica,0.298,
03-03-2014 14:11, gskbio-akamai-sbhardwa - FF Agent,Bangalore  India - TATA (VSNL),1.957,
03-03-2014 14:11, gskbio-akamai-sbhardwa - FF Agent,Barcelona  ES - Adam - IPv6,0.955,
03-03-2014 14:11, gskbio-akamai-sbhardwa - FF Agent,London  UK - Verizon,0.44,
03-03-2014 14:11, gskbio-origin-sbhardwa - FF Agent,Bangalore  India - TATA (VSNL),3.256,
03-03-2014 14:11, gskbio-origin-sbhardwa - FF Agent,Paris  France - Limelight,0.676,
03-03-2014 14:11, gskbio-akamai-sbhardwa - FF Agent,Paris  France - Limelight,0.449,
03-03-2014 14:11, gskbio-akamai-sbhardwa - FF Agent,Washington  D.C. - Verizon,0.699,
03-03-2014 14:11, gskbio-origin-sbhardwa - FF Agent,Washington  D.C. - Verizon,1.031,
03-03-2014 14:11, gskbio-akamai-sbhardwa - FF Agent,Rome  Italy - ITnet,0.353,
03-03-2014 14:11, gskbio-origin-sbhardwa - FF Agent,Rome  Italy - ITnet,0.459,
03-03-2014 14:11, gskbio-origin-sbhardwa - FF Agent,London  UK - Cable & Wireless,0.653,
03-03-2014 14:11, gskbio-akamai-sbhardwa - FF Agent,London  UK - Cable & Wireless,0.326,
03-03-2014 14:11, gskbio-origin-sbhardwa - FF Agent,Berlin  Germany - Versatel,0.453,
03-03-2014 14:11, gskbio-akamai-sbhardwa - FF Agent,Berlin  Germany - Versatel,0.361,
03-03-2014 14:11, gskbio-akamai-sbhardwa - FF Agent,London  UK - Telstra,0.139,
03-03-2014 14:11, gskbio-origin-sbhardwa - FF Agent,Barcelona  ES - Adam - IPv6,0.818,
03-03-2014 14:11, gskbio-origin-sbhardwa - FF Agent,London  UK - Telstra,0.646,
03-03-2014 14:11, gskbio-origin-sbhardwa - FF Agent,Tokyo  Japan - NTT,4.137,
03-03-2014 14:11, gskbio-akamai-sbhardwa - FF Agent,Tokyo  Japan - NTT,1.821,
03-03-2014 14:11, gskbio-origin-sbhardwa - FF Agent,Boston  MA - Savvis,1.042,
03-03-2014 14:11, gskbio-origin-sbhardwa - FF Agent,London  UK - Verizon,0.313,
03-03-2014 14:11, gskbio-akamai-sbhardwa - FF Agent,Paris  France - France Telecom,0.25,
03-03-2014 14:11, gskbio-origin-sbhardwa - FF Agent,Paris  France - France Telecom,0.361,
03-03-2014 14:11, gskbio-origin-sbhardwa - FF Agent,Atlanta  GA - Verizon,1.243,
03-03-2014 14:11, gskbio-akamai-sbhardwa - FF Agent,Tokyo  Japan - KDDI,1.738,
03-03-2014 14:11, gskbio-origin-sbhardwa - FF Agent,Tokyo  Japan - KDDI,4.506,
03-03-2014 14:11, gskbio-origin-sbhardwa - FF Agent,Madrid  Spain - Telefonica,0.761,
03-03-2014 14:11, gskbio-origin-sbhardwa - FF Agent,Perth - Telstra,6.742,
03-03-2014 14:11, gskbio-akamai-sbhardwa - FF Agent,Atlanta  GA - Verizon,0.767,
03-03-2014 14:11, gskbio-origin-sbhardwa - FF Agent,Sydney  Australia - Telstra,2.78,
03-03-2014 14:11, gskbio-akamai-sbhardwa - FF Agent,Sydney  Australia - Telstra,2.13,
03-03-2014 14:12, gskbio-akamai-sbhardwa - FF Agent,Singapore  Singapore - Singtel,1.328,
03-03-2014 14:12, gskbio-origin-sbhardwa - FF Agent,Singapore  Singapore - Singtel,4.59,
03-03-2014 14:12, gskbio-akamai-sbhardwa - FF Agent,Madrid  Spain - Telefonica,1.938,
03-03-2014 14:12, gskbio-akamai-sbhardwa - FF Agent,San Jose  CA - Verizon,1.107,
03-03-2014 14:12, gskbio-origin-sbhardwa - FF Agent,San Jose  CA - Verizon,2.286,
03-03-2014 14:12, gskbio-origin-sbhardwa - FF Agent,Mesa  AZ - AT&T,3.484,
03-03-2014 14:13, gskbio-origin-sbhardwa - FF Agent,Dallas  TX - AT&T,1.502,
03-03-2014 14:13, gskbio-akamai-sbhardwa - FF Agent,Dallas  TX - AT&T,0.842,
03-03-2014 14:13, gskbio-akamai-sbhardwa - FF Agent,Mesa  AZ - AT&T,1.185,
03-03-2014 14:13, gskbio-akamai-sbhardwa - FF Agent,Los Angeles  CA - Verizon,1.065,
03-03-2014 14:13, gskbio-origin-sbhardwa - FF Agent,Los Angeles  CA - Verizon,2.091,
03-03-2014 14:13, gskbio-akamai-sbhardwa - FF Agent,New York  NY - Sprint,0.784,
03-03-2014 14:13, gskbio-origin-sbhardwa - FF Agent,New York  NY - Sprint,1.326,
03-03-2014 14:15, gskbio-akamai-sbhardwa - FF Agent,Melbourne  AU - Intervolve,2.872,
03-03-2014 14:15, gskbio-origin-sbhardwa - FF Agent,Melbourne  AU - Intervolve,5.487,
03-03-2014 15:10, gskbio-akamai-sbhardwa - FF Agent,Barcelona  ES - Adam,0.664,
03-03-2014 15:11, gskbio-origin-sbhardwa - FF Agent,Barcelona  ES - Adam,0.968,
03-03-2014 15:11, gskbio-akamai-sbhardwa - FF Agent,Boston  MA - Savvis,0.774,
03-03-2014 15:11, gskbio-akamai-sbhardwa - FF Agent,London  UK - Verizon,0.923,
03-03-2014 15:11, gskbio-akamai-sbhardwa - FF Agent,Perth - Telstra,3.031,
03-03-2014 15:11, gskbio-origin-sbhardwa - FF Agent,Madrid  Spain - Orange,1.012,
03-03-2014 15:11, gskbio-akamai-sbhardwa - FF Agent,Madrid  Spain - Orange,0.389,
03-03-2014 15:11, gskbio-origin-sbhardwa - FF Agent,Munich  Germany - Telefonica,0.879,
03-03-2014 15:11, gskbio-akamai-sbhardwa - FF Agent,Munich  Germany - Telefonica,0.624,
03-03-2014 15:11, gskbio-akamai-sbhardwa - FF Agent,Bangalore  India - TATA (VSNL),1.797,
03-03-2014 15:11, gskbio-origin-sbhardwa - FF Agent,Bangalore  India - TATA (VSNL),4.375,
03-03-2014 15:11, gskbio-origin-sbhardwa - FF Agent,Paris  France - Limelight,0.421,
03-03-2014 15:11, gskbio-akamai-sbhardwa - FF Agent,Paris  France - Limelight,0.186,
03-03-2014 15:11, gskbio-origin-sbhardwa - FF Agent,Washington  D.C. - Verizon,1.18,
03-03-2014 15:11, gskbio-akamai-sbhardwa - FF Agent,Washington  D.C. - Verizon,4.788,
03-03-2014 15:11, gskbio-origin-sbhardwa - FF Agent,Rome  Italy - ITnet,0.629,
03-03-2014 15:11, gskbio-akamai-sbhardwa - FF Agent,Rome  Italy - ITnet,0.487,
03-03-2014 15:11, gskbio-origin-sbhardwa - FF Agent,Berlin  Germany - Versatel,0.528,
03-03-2014 15:11, gskbio-akamai-sbhardwa - FF Agent,Berlin  Germany - Versatel,0.286,
03-03-2014 15:11, gskbio-origin-sbhardwa - FF Agent,London  UK - Verizon,0.477,
03-03-2014 15:11, gskbio-akamai-sbhardwa - FF Agent,Tokyo  Japan - NTT,1.82,
03-03-2014 15:11, gskbio-origin-sbhardwa - FF Agent,Tokyo  Japan - NTT,3.999,
03-03-2014 15:11, gskbio-origin-sbhardwa - FF Agent,Boston  MA - Savvis,0.995,
03-03-2014 15:11, gskbio-origin-sbhardwa - FF Agent,London  UK - Telstra,0.936,
03-03-2014 15:11, gskbio-akamai-sbhardwa - FF Agent,London  UK - Telstra,5.635,
03-03-2014 15:11, gskbio-origin-sbhardwa - FF Agent,Atlanta  GA - Verizon,1.209,
03-03-2014 15:11, gskbio-origin-sbhardwa - FF Agent,Paris  France - France Telecom,0.715,
03-03-2014 15:11, gskbio-akamai-sbhardwa - FF Agent,Paris  France - France Telecom,0.204,
03-03-2014 15:11, gskbio-akamai-sbhardwa - FF Agent,Barcelona  ES - Adam - IPv6,0.714,
03-03-2014 15:11, gskbio-origin-sbhardwa - FF Agent,Barcelona  ES - Adam - IPv6,1.31,
03-03-2014 15:11, gskbio-akamai-sbhardwa - FF Agent,Atlanta  GA - Verizon,0.745,
03-03-2014 15:12, gskbio-origin-sbhardwa - FF Agent,Perth - Telstra,7.779,
03-03-2014 15:12, gskbio-akamai-sbhardwa - FF Agent,Tokyo  Japan - KDDI,1.765,
03-03-2014 15:12, gskbio-origin-sbhardwa - FF Agent,Tokyo  Japan - KDDI,5.277,
03-03-2014 15:12, gskbio-akamai-sbhardwa - FF Agent,Sydney  Australia - Telstra,2.222,
03-03-2014 15:12, gskbio-origin-sbhardwa - FF Agent,Sydney  Australia - Telstra,2.924,
03-03-2014 15:12, gskbio-akamai-sbhardwa - FF Agent,Singapore  Singapore - Singtel,2.28,
03-03-2014 15:12, gskbio-origin-sbhardwa - FF Agent,Singapore  Singapore - Singtel,5.343,
03-03-2014 15:12, gskbio-akamai-sbhardwa - FF Agent,San Jose  CA - Verizon,2.822,
03-03-2014 15:12, gskbio-origin-sbhardwa - FF Agent,San Jose  CA - Verizon,2.485,
03-03-2014 15:13, gskbio-origin-sbhardwa - FF Agent,Mesa  AZ - AT&T,2.23,
03-03-2014 15:13, gskbio-akamai-sbhardwa - FF Agent,Madrid  Spain - Telefonica,2.924,
03-03-2014 15:13, gskbio-origin-sbhardwa - FF Agent,Madrid  Spain - Telefonica,12.041,
03-03-2014 15:13, gskbio-origin-sbhardwa - FF Agent,Dallas  TX - AT&T,1.839,
03-03-2014 15:13, gskbio-akamai-sbhardwa - FF Agent,Dallas  TX - AT&T,1.227,
03-03-2014 15:13, gskbio-akamai-sbhardwa - FF Agent,Mesa  AZ - AT&T,1.132,
03-03-2014 15:13, gskbio-origin-sbhardwa - FF Agent,Los Angeles  CA - Verizon,1.94,
03-03-2014 15:13, gskbio-akamai-sbhardwa - FF Agent,Los Angeles  CA - Verizon,1.067,
03-03-2014 15:14, gskbio-origin-sbhardwa - FF Agent,New York  NY - Sprint,0.898,
03-03-2014 15:14, gskbio-akamai-sbhardwa - FF Agent,New York  NY - Sprint,0.606,
03-03-2014 15:15, gskbio-akamai-sbhardwa - FF Agent,Melbourne  AU - Intervolve,2.219,
03-03-2014 15:15, gskbio-origin-sbhardwa - FF Agent,Melbourne  AU - Intervolve,6.483,
03-03-2014 15:17, gskbio-akamai-sbhardwa - FF Agent,London  UK - Cable & Wireless,1.28,
03-03-2014 15:17, gskbio-origin-sbhardwa - FF Agent,London  UK - Cable & Wireless,0.718,
03-03-2014 16:11, gskbio-akamai-sbhardwa - FF Agent,Barcelona  ES - Adam,0.786,
03-03-2014 16:11, gskbio-origin-sbhardwa - FF Agent,Barcelona  ES - Adam,1.055,
03-03-2014 16:11, gskbio-akamai-sbhardwa - FF Agent,Perth - Telstra,2.141,
03-03-2014 16:11, gskbio-origin-sbhardwa - FF Agent,Madrid  Spain - Orange,0.994,
03-03-2014 16:11, gskbio-akamai-sbhardwa - FF Agent,Madrid  Spain - Orange,0.672,
03-03-2014 16:11, gskbio-akamai-sbhardwa - FF Agent,Boston  MA - Savvis,0.74,
03-03-2014 16:11, gskbio-origin-sbhardwa - FF Agent,Munich  Germany - Telefonica,0.595,
03-03-2014 16:11, gskbio-akamai-sbhardwa - FF Agent,Munich  Germany - Telefonica,0.289,
03-03-2014 16:11, gskbio-akamai-sbhardwa - FF Agent,Bangalore  India - TATA (VSNL),4.85,
03-03-2014 16:11, gskbio-origin-sbhardwa - FF Agent,Washington  D.C. - Verizon,1.011,
03-03-2014 16:11, gskbio-origin-sbhardwa - FF Agent,Bangalore  India - TATA (VSNL),4.956,
03-03-2014 16:11, gskbio-akamai-sbhardwa - FF Agent,London  UK - Verizon,0.195,
03-03-2014 16:11, gskbio-origin-sbhardwa - FF Agent,London  UK - Verizon,0.349,
03-03-2014 16:11, gskbio-origin-sbhardwa - FF Agent,Rome  Italy - ITnet,1.36,
03-03-2014 16:11, gskbio-akamai-sbhardwa - FF Agent,Rome  Italy - ITnet,0.594,
03-03-2014 16:11, gskbio-akamai-sbhardwa - FF Agent,Paris  France - Limelight,0.259,
03-03-2014 16:11, gskbio-origin-sbhardwa - FF Agent,Paris  France - Limelight,0.691,
03-03-2014 16:11, gskbio-origin-sbhardwa - FF Agent,Berlin  Germany - Versatel,0.515,
03-03-2014 16:11, gskbio-akamai-sbhardwa - FF Agent,Berlin  Germany - Versatel,0.347,
03-03-2014 16:11, gskbio-origin-sbhardwa - FF Agent,Boston  MA - Savvis,0.938,
03-03-2014 16:11, gskbio-origin-sbhardwa - FF Agent,Tokyo  Japan - NTT,4.094,
03-03-2014 16:11, gskbio-akamai-sbhardwa - FF Agent,Tokyo  Japan - NTT,1.846,
03-03-2014 16:11, gskbio-akamai-sbhardwa - FF Agent,Washington  D.C. - Verizon,0.689,
03-03-2014 16:11, gskbio-origin-sbhardwa - FF Agent,London  UK - Telstra,0.381,
03-03-2014 16:11, gskbio-origin-sbhardwa - FF Agent,Atlanta  GA - Verizon,1.481,
03-03-2014 16:12, gskbio-akamai-sbhardwa - FF Agent,London  UK - Telstra,0.364,
03-03-2014 16:12, gskbio-akamai-sbhardwa - FF Agent,Paris  France - France Telecom,0.157,
03-03-2014 16:12, gskbio-origin-sbhardwa - FF Agent,Paris  France - France Telecom,0.569,
03-03-2014 16:12, gskbio-akamai-sbhardwa - FF Agent,Atlanta  GA - Verizon,0.724,
03-03-2014 16:12, gskbio-akamai-sbhardwa - FF Agent,Tokyo  Japan - KDDI,2.15,
03-03-2014 16:12, gskbio-origin-sbhardwa - FF Agent,Perth - Telstra,6.317,
03-03-2014 16:12, gskbio-origin-sbhardwa - FF Agent,Sydney  Australia - Telstra,2.9,
03-03-2014 16:12, gskbio-akamai-sbhardwa - FF Agent,Sydney  Australia - Telstra,2.437,
03-03-2014 16:12, gskbio-origin-sbhardwa - FF Agent,Tokyo  Japan - KDDI,3.985,
03-03-2014 16:12, gskbio-akamai-sbhardwa - FF Agent,Singapore  Singapore - Singtel,1.923,
03-03-2014 16:12, gskbio-origin-sbhardwa - FF Agent,Singapore  Singapore - Singtel,4.869,
03-03-2014 16:12, gskbio-akamai-sbhardwa - FF Agent,San Jose  CA - Verizon,3.9,
03-03-2014 16:12, gskbio-origin-sbhardwa - FF Agent,San Jose  CA - Verizon,2.477,
03-03-2014 16:13, gskbio-origin-sbhardwa - FF Agent,Mesa  AZ - AT&T,2.235,
03-03-2014 16:13, gskbio-akamai-sbhardwa - FF Agent,Mesa  AZ - AT&T,1.423,
03-03-2014 16:13, gskbio-origin-sbhardwa - FF Agent,Madrid  Spain - Telefonica,1.01,
03-03-2014 16:13, gskbio-akamai-sbhardwa - FF Agent,Madrid  Spain - Telefonica,0.632,
03-03-2014 16:13, gskbio-akamai-sbhardwa - FF Agent,Dallas  TX - AT&T,0.975,
03-03-2014 16:13, gskbio-origin-sbhardwa - FF Agent,Dallas  TX - AT&T,1.715,
03-03-2014 16:14, gskbio-akamai-sbhardwa - FF Agent,Los Angeles  CA - Verizon,1.052,
03-03-2014 16:14, gskbio-origin-sbhardwa - FF Agent,Los Angeles  CA - Verizon,1.516,
03-03-2014 16:15, gskbio-origin-sbhardwa - FF Agent,New York  NY - Sprint,0.885,
03-03-2014 16:15, gskbio-akamai-sbhardwa - FF Agent,New York  NY - Sprint,0.587,
03-03-2014 16:15, gskbio-akamai-sbhardwa - FF Agent,Melbourne  AU - Intervolve,2.463,
03-03-2014 16:15, gskbio-origin-sbhardwa - FF Agent,Melbourne  AU - Intervolve,3.778,
03-03-2014 16:16, gskbio-origin-sbhardwa - FF Agent,Barcelona  ES - Adam - IPv6,1.459,
03-03-2014 16:16, gskbio-akamai-sbhardwa - FF Agent,Barcelona  ES - Adam - IPv6,0.784,
03-03-2014 16:17, gskbio-akamai-sbhardwa - FF Agent,London  UK - Cable & Wireless,0.252,
03-03-2014 16:17, gskbio-origin-sbhardwa - FF Agent,London  UK - Cable & Wireless,0.141,
03-03-2014 17:11, gskbio-akamai-sbhardwa - FF Agent,Barcelona  ES - Adam,0.805,
03-03-2014 17:11, gskbio-origin-sbhardwa - FF Agent,Barcelona  ES - Adam,1.617,
03-03-2014 17:11, gskbio-origin-sbhardwa - FF Agent,Washington  D.C. - Verizon,1.147,
03-03-2014 17:11, gskbio-origin-sbhardwa - FF Agent,London  UK - Verizon,0.311,
03-03-2014 17:11, gskbio-akamai-sbhardwa - FF Agent,London  UK - Verizon,0.223,
03-03-2014 17:11, gskbio-akamai-sbhardwa - FF Agent,Perth - Telstra,2.163,
03-03-2014 17:11, gskbio-akamai-sbhardwa - FF Agent,Madrid  Spain - Orange,0.454,
03-03-2014 17:11, gskbio-origin-sbhardwa - FF Agent,Madrid  Spain - Orange,0.681,
03-03-2014 17:11, gskbio-akamai-sbhardwa - FF Agent,Munich  Germany - Telefonica,0.38,
03-03-2014 17:11, gskbio-origin-sbhardwa - FF Agent,Munich  Germany - Telefonica,0.583,
03-03-2014 17:11, gskbio-origin-sbhardwa - FF Agent,Bangalore  India - TATA (VSNL),9.171,
03-03-2014 17:11, gskbio-akamai-sbhardwa - FF Agent,Bangalore  India - TATA (VSNL),2.255,
03-03-2014 17:11, gskbio-origin-sbhardwa - FF Agent,Paris  France - Limelight,0.44,
03-03-2014 17:11, gskbio-akamai-sbhardwa - FF Agent,Paris  France - Limelight,0.371,
03-03-2014 17:11, gskbio-akamai-sbhardwa - FF Agent,Rome  Italy - ITnet,0.343,
03-03-2014 17:11, gskbio-origin-sbhardwa - FF Agent,Rome  Italy - ITnet,0.958,
03-03-2014 17:11, gskbio-akamai-sbhardwa - FF Agent,Boston  MA - Savvis,0.687,
03-03-2014 17:11, gskbio-akamai-sbhardwa - FF Agent,Berlin  Germany - Versatel,0.408,
03-03-2014 17:11, gskbio-origin-sbhardwa - FF Agent,Berlin  Germany - Versatel,0.959,
03-03-2014 17:11, gskbio-origin-sbhardwa - FF Agent,Boston  MA - Savvis,0.864,
03-03-2014 17:11, gskbio-akamai-sbhardwa - FF Agent,Tokyo  Japan - NTT,2.137,
03-03-2014 17:11, gskbio-origin-sbhardwa - FF Agent,Tokyo  Japan - NTT,6.459,
03-03-2014 17:12, gskbio-origin-sbhardwa - FF Agent,London  UK - Telstra,1.255,
03-03-2014 17:12, gskbio-akamai-sbhardwa - FF Agent,Washington  D.C. - Verizon,0.699,
03-03-2014 17:12, gskbio-akamai-sbhardwa - FF Agent,London  UK - Telstra,0.294,
03-03-2014 17:12, gskbio-origin-sbhardwa - FF Agent,Atlanta  GA - Verizon,1.186,
03-03-2014 17:12, gskbio-akamai-sbhardwa - FF Agent,Atlanta  GA - Verizon,0.807,
03-03-2014 17:12, gskbio-origin-sbhardwa - FF Agent,Paris  France - France Telecom,1.282,
03-03-2014 17:12, gskbio-akamai-sbhardwa - FF Agent,Paris  France - France Telecom,0.269,
03-03-2014 17:12, gskbio-akamai-sbhardwa - FF Agent,Tokyo  Japan - KDDI,1.81,
03-03-2014 17:12, gskbio-origin-sbhardwa - FF Agent,Tokyo  Japan - KDDI,4.784,
03-03-2014 17:12, gskbio-origin-sbhardwa - FF Agent,Perth - Telstra,6.898,
03-03-2014 17:12, gskbio-akamai-sbhardwa - FF Agent,Singapore  Singapore - Singtel,4.966,
03-03-2014 17:12, gskbio-akamai-sbhardwa - FF Agent,Sydney  Australia - Telstra,2.326,
03-03-2014 17:12, gskbio-origin-sbhardwa - FF Agent,Sydney  Australia - Telstra,2.787,
03-03-2014 17:12, gskbio-origin-sbhardwa - FF Agent,Singapore  Singapore - Singtel,4.062,
03-03-2014 17:13, gskbio-akamai-sbhardwa - FF Agent,San Jose  CA - Verizon,1.517,
03-03-2014 17:13, gskbio-origin-sbhardwa - FF Agent,San Jose  CA - Verizon,2.785,
03-03-2014 17:13, gskbio-origin-sbhardwa - FF Agent,Mesa  AZ - AT&T,2.251,
03-03-2014 17:13, gskbio-origin-sbhardwa - FF Agent,Madrid  Spain - Telefonica,1.271,
03-03-2014 17:13, gskbio-akamai-sbhardwa - FF Agent,Mesa  AZ - AT&T,1.373,
03-03-2014 17:13, gskbio-akamai-sbhardwa - FF Agent,Madrid  Spain - Telefonica,0.328,
03-03-2014 17:14, gskbio-origin-sbhardwa - FF Agent,Los Angeles  CA - Verizon,1.591,
03-03-2014 17:14, gskbio-akamai-sbhardwa - FF Agent,Los Angeles  CA - Verizon,1.055,
03-03-2014 17:14, gskbio-origin-sbhardwa - FF Agent,Dallas  TX - AT&T,1.235,
03-03-2014 17:14, gskbio-akamai-sbhardwa - FF Agent,Dallas  TX - AT&T,0.901,
03-03-2014 17:15, gskbio-akamai-sbhardwa - FF Agent,Melbourne  AU - Intervolve,2.348,
03-03-2014 17:16, gskbio-origin-sbhardwa - FF Agent,Melbourne  AU - Intervolve,3.724,
03-03-2014 17:16, gskbio-akamai-sbhardwa - FF Agent,New York  NY - Sprint,0.582,
03-03-2014 17:16, gskbio-origin-sbhardwa - FF Agent,New York  NY - Sprint,0.795,
03-03-2014 17:17, gskbio-origin-sbhardwa - FF Agent,London  UK - Cable & Wireless,0.394,
03-03-2014 17:17, gskbio-akamai-sbhardwa - FF Agent,London  UK - Cable & Wireless,0.637,
03-03-2014 17:21, gskbio-akamai-sbhardwa - FF Agent,Barcelona  ES - Adam - IPv6,1.265,
03-03-2014 17:21, gskbio-origin-sbhardwa - FF Agent,Barcelona  ES - Adam - IPv6,2.029,
03-03-2014 18:11, gskbio-akamai-sbhardwa - FF Agent,Barcelona  ES - Adam,0.482,
03-03-2014 18:11, gskbio-origin-sbhardwa - FF Agent,Barcelona  ES - Adam,1.047,
03-03-2014 18:11, gskbio-akamai-sbhardwa - FF Agent,Perth - Telstra,2.214,
03-03-2014 18:11, gskbio-akamai-sbhardwa - FF Agent,Boston  MA - Savvis,0.716,
03-03-2014 18:11, gskbio-akamai-sbhardwa - FF Agent,Madrid  Spain - Orange,0.476,
03-03-2014 18:11, gskbio-origin-sbhardwa - FF Agent,Madrid  Spain - Orange,0.923,
