Test time, Test, Node, Response Time, Error
03 Mar 2014 12:11:00.047, gskbio-akamai-sbhardwa - FF Agent,Washington  D.C. - Verizon,0.698,
03 Mar 2014 12:11:00.060, gskbio-origin-sbhardwa - FF Agent,Washington  D.C. - Verizon,1.220,
03 Mar 2014 12:11:00.177, gskbio-origin-sbhardwa - FF Agent,London  UK - Verizon,0.488,
03 Mar 2014 12:11:00.190, gskbio-akamai-sbhardwa - FF Agent,London  UK - Verizon,0.390,
03 Mar 2014 12:11:07.847, gskbio-origin-sbhardwa - FF Agent,Tokyo  Japan - KDDI,4.439,
03 Mar 2014 12:11:08.100, gskbio-akamai-sbhardwa - FF Agent,Tokyo  Japan - KDDI,1.681,
03 Mar 2014 12:11:08.617, gskbio-origin-sbhardwa - FF Agent,Atlanta  GA - Verizon,1.374,
03 Mar 2014 12:11:11.813, gskbio-akamai-sbhardwa - FF Agent,Paris  France - France Telecom,0.668,
03 Mar 2014 12:11:11.833, gskbio-origin-sbhardwa - FF Agent,Paris  France - France Telecom,0.358,
03 Mar 2014 12:11:21.180, gskbio-origin-sbhardwa - FF Agent,Sydney  Australia - Telstra,5.696,
03 Mar 2014 12:11:21.217, gskbio-akamai-sbhardwa - FF Agent,Sydney  Australia - Telstra,2.125,
03 Mar 2014 12:11:27.787, gskbio-akamai-sbhardwa - FF Agent,Los Angeles  CA - Verizon,1.100,
03 Mar 2014 12:11:27.787, gskbio-origin-sbhardwa - FF Agent,Los Angeles  CA - Verizon,2.490,
03 Mar 2014 12:11:28.920, gskbio-akamai-sbhardwa - FF Agent,Atlanta  GA - Verizon,0.834,
03 Mar 2014 12:11:38.050, gskbio-akamai-sbhardwa - FF Agent,San Jose  CA - Verizon,1.265,
03 Mar 2014 12:11:38.790, gskbio-akamai-sbhardwa - FF Agent,Singapore  Singapore - Singtel,1.977,
03 Mar 2014 12:11:38.790, gskbio-origin-sbhardwa - FF Agent,Singapore  Singapore - Singtel,5.006,
03 Mar 2014 12:11:45.360, gskbio-origin-sbhardwa - FF Agent,San Jose  CA - Verizon,2.624,
03 Mar 2014 12:12:07.713, gskbio-origin-sbhardwa - FF Agent,New York  NY - Sprint,1.013,
03 Mar 2014 12:12:07.760, gskbio-akamai-sbhardwa - FF Agent,New York  NY - Sprint,0.727,
03 Mar 2014 12:12:31.733, gskbio-origin-sbhardwa - FF Agent,Mesa  AZ - AT&T,3.129,
03 Mar 2014 12:12:36.053, gskbio-akamai-sbhardwa - FF Agent,Dallas  TX - AT&T,1.135,
03 Mar 2014 12:12:36.173, gskbio-origin-sbhardwa - FF Agent,Dallas  TX - AT&T,1.698,
03 Mar 2014 12:12:42.033, gskbio-akamai-sbhardwa - FF Agent,Mesa  AZ - AT&T,1.170,
03 Mar 2014 12:12:48.433, gskbio-origin-sbhardwa - FF Agent,Melbourne  AU - Intervolve,5.954,
03 Mar 2014 12:12:50.553, gskbio-akamai-sbhardwa - FF Agent,Melbourne  AU - Intervolve,2.030,
03 Mar 2014 13:10:31.757, gskbio-akamai-sbhardwa - FF Agent,Barcelona  ES - Adam,0.500,
03 Mar 2014 13:10:51.030, gskbio-origin-sbhardwa - FF Agent,Barcelona  ES - Adam,2.433,
03 Mar 2014 13:10:52.030, gskbio-akamai-sbhardwa - FF Agent,Barcelona  ES - Adam - IPv6,0.682,
03 Mar 2014 13:10:53.887, gskbio-akamai-sbhardwa - FF Agent,Boston  MA - Savvis,0.891,
03 Mar 2014 13:10:57.797, gskbio-origin-sbhardwa - FF Agent,Madrid  Spain - Orange,1.658,
03 Mar 2014 13:10:58.113, gskbio-akamai-sbhardwa - FF Agent,Perth - Telstra,2.406,
03 Mar 2014 13:10:58.793, gskbio-akamai-sbhardwa - FF Agent,Madrid  Spain - Orange,0.455,
03 Mar 2014 13:11:00.423, gskbio-akamai-sbhardwa - FF Agent,Munich  Germany - Telefonica,0.641,
03 Mar 2014 13:11:00.483, gskbio-origin-sbhardwa - FF Agent,Munich  Germany - Telefonica,1.630,
03 Mar 2014 13:11:02.083, gskbio-origin-sbhardwa - FF Agent,Bangalore  India - TATA (VSNL),3.241,
03 Mar 2014 13:11:02.187, gskbio-akamai-sbhardwa - FF Agent,Bangalore  India - TATA (VSNL),2.014,
03 Mar 2014 13:11:02.193, gskbio-akamai-sbhardwa - FF Agent,Paris  France - Limelight,0.378,
03 Mar 2014 13:11:02.203, gskbio-origin-sbhardwa - FF Agent,Paris  France - Limelight,0.439,
03 Mar 2014 13:11:03.627, gskbio-origin-sbhardwa - FF Agent,Berlin  Germany - Versatel,0.483,
03 Mar 2014 13:11:03.667, gskbio-akamai-sbhardwa - FF Agent,Rome  Italy - ITnet,0.670,
03 Mar 2014 13:11:03.707, gskbio-origin-sbhardwa - FF Agent,Rome  Italy - ITnet,0.534,
03 Mar 2014 13:11:03.760, gskbio-akamai-sbhardwa - FF Agent,Berlin  Germany - Versatel,0.352,
03 Mar 2014 13:11:03.910, gskbio-origin-sbhardwa - FF Agent,London  UK - Cable & Wireless,0.210,
03 Mar 2014 13:11:03.977, gskbio-akamai-sbhardwa - FF Agent,London  UK - Cable & Wireless,0.173,
03 Mar 2014 13:11:04.307, gskbio-origin-sbhardwa - FF Agent,Boston  MA - Savvis,1.681,
03 Mar 2014 13:11:06.047, gskbio-akamai-sbhardwa - FF Agent,London  UK - Telstra,0.286,
03 Mar 2014 13:11:06.050, gskbio-origin-sbhardwa - FF Agent,London  UK - Telstra,0.487,
03 Mar 2014 13:11:06.237, gskbio-akamai-sbhardwa - FF Agent,Washington  D.C. - Verizon,0.735,
03 Mar 2014 13:11:06.237, gskbio-origin-sbhardwa - FF Agent,Washington  D.C. - Verizon,1.118,
03 Mar 2014 13:11:06.367, gskbio-akamai-sbhardwa - FF Agent,London  UK - Verizon,0.187,
03 Mar 2014 13:11:08.340, gskbio-origin-sbhardwa - FF Agent,London  UK - Verizon,0.268,
03 Mar 2014 13:11:09.107, gskbio-akamai-sbhardwa - FF Agent,Tokyo  Japan - NTT,2.093,
03 Mar 2014 13:11:09.123, gskbio-origin-sbhardwa - FF Agent,Tokyo  Japan - NTT,4.477,
03 Mar 2014 13:11:11.333, gskbio-origin-sbhardwa - FF Agent,Barcelona  ES - Adam - IPv6,0.986,
03 Mar 2014 13:11:15.940, gskbio-origin-sbhardwa - FF Agent,Atlanta  GA - Verizon,2.056,
03 Mar 2014 13:11:18.420, gskbio-origin-sbhardwa - FF Agent,Perth - Telstra,6.207,
03 Mar 2014 13:11:21.630, gskbio-akamai-sbhardwa - FF Agent,Paris  France - France Telecom,0.195,
03 Mar 2014 13:11:21.660, gskbio-origin-sbhardwa - FF Agent,Paris  France - France Telecom,0.743,
03 Mar 2014 13:11:21.670, gskbio-akamai-sbhardwa - FF Agent,Tokyo  Japan - KDDI,1.754,
03 Mar 2014 13:11:22.017, gskbio-origin-sbhardwa - FF Agent,Tokyo  Japan - KDDI,5.914,
03 Mar 2014 13:11:28.327, gskbio-origin-sbhardwa - FF Agent,Madrid  Spain - Telefonica,1.313,
03 Mar 2014 13:11:29.293, gskbio-akamai-sbhardwa - FF Agent,Madrid  Spain - Telefonica,3.238,
03 Mar 2014 13:11:34.373, gskbio-akamai-sbhardwa - FF Agent,Sydney  Australia - Telstra,2.117,
03 Mar 2014 13:11:35.357, gskbio-akamai-sbhardwa - FF Agent,Atlanta  GA - Verizon,0.998,
03 Mar 2014 13:11:35.433, gskbio-origin-sbhardwa - FF Agent,Sydney  Australia - Telstra,5.118,
03 Mar 2014 13:11:43.363, gskbio-origin-sbhardwa - FF Agent,Los Angeles  CA - Verizon,2.030,
03 Mar 2014 13:11:43.367, gskbio-akamai-sbhardwa - FF Agent,Los Angeles  CA - Verizon,1.148,
03 Mar 2014 13:11:50.580, gskbio-akamai-sbhardwa - FF Agent,Singapore  Singapore - Singtel,1.970,
03 Mar 2014 13:11:50.583, gskbio-origin-sbhardwa - FF Agent,Singapore  Singapore - Singtel,4.530,
03 Mar 2014 13:12:01.747, gskbio-origin-sbhardwa - FF Agent,San Jose  CA - Verizon,2.968,
03 Mar 2014 13:12:05.807, gskbio-akamai-sbhardwa - FF Agent,San Jose  CA - Verizon,1.090,
03 Mar 2014 13:12:33.263, gskbio-origin-sbhardwa - FF Agent,New York  NY - Sprint,1.228,
03 Mar 2014 13:12:33.270, gskbio-akamai-sbhardwa - FF Agent,New York  NY - Sprint,0.766,
03 Mar 2014 13:12:41.830, gskbio-origin-sbhardwa - FF Agent,Mesa  AZ - AT&T,3.205,
03 Mar 2014 13:12:48.307, gskbio-akamai-sbhardwa - FF Agent,Dallas  TX - AT&T,0.952,
03 Mar 2014 13:12:48.380, gskbio-origin-sbhardwa - FF Agent,Dallas  TX - AT&T,2.002,
03 Mar 2014 13:12:51.140, gskbio-akamai-sbhardwa - FF Agent,Mesa  AZ - AT&T,1.137,
03 Mar 2014 13:14:53.067, gskbio-akamai-sbhardwa - FF Agent,Melbourne  AU - Intervolve,2.753,
03 Mar 2014 13:15:00.707, gskbio-origin-sbhardwa - FF Agent,Melbourne  AU - Intervolve,3.758,
03 Mar 2014 14:10:36.497, gskbio-akamai-sbhardwa - FF Agent,Barcelona  ES - Adam,1.074,
03 Mar 2014 14:11:00.313, gskbio-akamai-sbhardwa - FF Agent,Boston  MA - Savvis,0.870,
03 Mar 2014 14:11:06.940, gskbio-origin-sbhardwa - FF Agent,Barcelona  ES - Adam,0.678,
03 Mar 2014 14:11:08.950, gskbio-akamai-sbhardwa - FF Agent,Perth - Telstra,2.330,
03 Mar 2014 14:11:10.257, gskbio-origin-sbhardwa - FF Agent,Madrid  Spain - Orange,0.837,
03 Mar 2014 14:11:10.470, gskbio-akamai-sbhardwa - FF Agent,Madrid  Spain - Orange,0.728,
03 Mar 2014 14:11:11.290, gskbio-origin-sbhardwa - FF Agent,Munich  Germany - Telefonica,0.467,
03 Mar 2014 14:11:11.490, gskbio-akamai-sbhardwa - FF Agent,Munich  Germany - Telefonica,0.298,
03 Mar 2014 14:11:12.343, gskbio-akamai-sbhardwa - FF Agent,Bangalore  India - TATA (VSNL),1.957,
03 Mar 2014 14:11:12.427, gskbio-akamai-sbhardwa - FF Agent,Barcelona  ES - Adam - IPv6,0.955,
03 Mar 2014 14:11:12.460, gskbio-akamai-sbhardwa - FF Agent,London  UK - Verizon,0.440,
03 Mar 2014 14:11:12.467, gskbio-origin-sbhardwa - FF Agent,Bangalore  India - TATA (VSNL),3.256,
03 Mar 2014 14:11:12.723, gskbio-origin-sbhardwa - FF Agent,Paris  France - Limelight,0.676,
03 Mar 2014 14:11:12.767, gskbio-akamai-sbhardwa - FF Agent,Paris  France - Limelight,0.449,
03 Mar 2014 14:11:13.483, gskbio-akamai-sbhardwa - FF Agent,Washington  D.C. - Verizon,0.699,
03 Mar 2014 14:11:13.580, gskbio-origin-sbhardwa - FF Agent,Washington  D.C. - Verizon,1.031,
03 Mar 2014 14:11:14.697, gskbio-akamai-sbhardwa - FF Agent,Rome  Italy - ITnet,0.353,
03 Mar 2014 14:11:14.703, gskbio-origin-sbhardwa - FF Agent,Rome  Italy - ITnet,0.459,
03 Mar 2014 14:11:15.340, gskbio-origin-sbhardwa - FF Agent,London  UK - Cable & Wireless,0.653,
03 Mar 2014 14:11:15.397, gskbio-akamai-sbhardwa - FF Agent,London  UK - Cable & Wireless,0.326,
03 Mar 2014 14:11:15.587, gskbio-origin-sbhardwa - FF Agent,Berlin  Germany - Versatel,0.453,
03 Mar 2014 14:11:15.733, gskbio-akamai-sbhardwa - FF Agent,Berlin  Germany - Versatel,0.361,
03 Mar 2014 14:11:17.443, gskbio-akamai-sbhardwa - FF Agent,London  UK - Telstra,0.139,
03 Mar 2014 14:11:17.443, gskbio-origin-sbhardwa - FF Agent,Barcelona  ES - Adam - IPv6,0.818,
03 Mar 2014 14:11:17.467, gskbio-origin-sbhardwa - FF Agent,London  UK - Telstra,0.646,
03 Mar 2014 14:11:20.580, gskbio-origin-sbhardwa - FF Agent,Tokyo  Japan - NTT,4.137,
03 Mar 2014 14:11:20.593, gskbio-akamai-sbhardwa - FF Agent,Tokyo  Japan - NTT,1.821,
03 Mar 2014 14:11:20.777, gskbio-origin-sbhardwa - FF Agent,Boston  MA - Savvis,1.042,
03 Mar 2014 14:11:22.930, gskbio-origin-sbhardwa - FF Agent,London  UK - Verizon,0.313,
03 Mar 2014 14:11:34.550, gskbio-akamai-sbhardwa - FF Agent,Paris  France - France Telecom,0.250,
03 Mar 2014 14:11:34.657, gskbio-origin-sbhardwa - FF Agent,Paris  France - France Telecom,0.361,
03 Mar 2014 14:11:35.190, gskbio-origin-sbhardwa - FF Agent,Atlanta  GA - Verizon,1.243,
03 Mar 2014 14:11:35.957, gskbio-akamai-sbhardwa - FF Agent,Tokyo  Japan - KDDI,1.738,
03 Mar 2014 14:11:36.357, gskbio-origin-sbhardwa - FF Agent,Tokyo  Japan - KDDI,4.506,
03 Mar 2014 14:11:39.153, gskbio-origin-sbhardwa - FF Agent,Madrid  Spain - Telefonica,0.761,
03 Mar 2014 14:11:39.407, gskbio-origin-sbhardwa - FF Agent,Perth - Telstra,6.742,
03 Mar 2014 14:11:45.440, gskbio-akamai-sbhardwa - FF Agent,Atlanta  GA - Verizon,0.767,
03 Mar 2014 14:11:51.600, gskbio-origin-sbhardwa - FF Agent,Sydney  Australia - Telstra,2.780,
03 Mar 2014 14:11:51.603, gskbio-akamai-sbhardwa - FF Agent,Sydney  Australia - Telstra,2.130,
03 Mar 2014 14:12:06.303, gskbio-akamai-sbhardwa - FF Agent,Singapore  Singapore - Singtel,1.328,
03 Mar 2014 14:12:06.303, gskbio-origin-sbhardwa - FF Agent,Singapore  Singapore - Singtel,4.590,
03 Mar 2014 14:12:09.623, gskbio-akamai-sbhardwa - FF Agent,Madrid  Spain - Telefonica,1.938,
03 Mar 2014 14:12:13.797, gskbio-akamai-sbhardwa - FF Agent,San Jose  CA - Verizon,1.107,
03 Mar 2014 14:12:13.850, gskbio-origin-sbhardwa - FF Agent,San Jose  CA - Verizon,2.286,
03 Mar 2014 14:12:55.790, gskbio-origin-sbhardwa - FF Agent,Mesa  AZ - AT&T,3.484,
03 Mar 2014 14:12:59.810, gskbio-origin-sbhardwa - FF Agent,Dallas  TX - AT&T,1.502,
03 Mar 2014 14:12:59.850, gskbio-akamai-sbhardwa - FF Agent,Dallas  TX - AT&T,0.842,
03 Mar 2014 14:13:06.303, gskbio-akamai-sbhardwa - FF Agent,Mesa  AZ - AT&T,1.185,
03 Mar 2014 14:13:16.697, gskbio-akamai-sbhardwa - FF Agent,Los Angeles  CA - Verizon,1.065,
03 Mar 2014 14:13:17.703, gskbio-origin-sbhardwa - FF Agent,Los Angeles  CA - Verizon,2.091,
03 Mar 2014 14:13:25.000, gskbio-akamai-sbhardwa - FF Agent,New York  NY - Sprint,0.784,
03 Mar 2014 14:13:25.033, gskbio-origin-sbhardwa - FF Agent,New York  NY - Sprint,1.326,
03 Mar 2014 14:15:03.420, gskbio-akamai-sbhardwa - FF Agent,Melbourne  AU - Intervolve,2.872,
03 Mar 2014 14:15:17.827, gskbio-origin-sbhardwa - FF Agent,Melbourne  AU - Intervolve,5.487,
03 Mar 2014 15:10:52.817, gskbio-akamai-sbhardwa - FF Agent,Barcelona  ES - Adam,0.664,
03 Mar 2014 15:11:12.080, gskbio-origin-sbhardwa - FF Agent,Barcelona  ES - Adam,0.968,
03 Mar 2014 15:11:16.880, gskbio-akamai-sbhardwa - FF Agent,Boston  MA - Savvis,0.774,
03 Mar 2014 15:11:19.097, gskbio-akamai-sbhardwa - FF Agent,London  UK - Verizon,0.923,
03 Mar 2014 15:11:19.520, gskbio-akamai-sbhardwa - FF Agent,Perth - Telstra,3.031,
03 Mar 2014 15:11:21.353, gskbio-origin-sbhardwa - FF Agent,Madrid  Spain - Orange,1.012,
03 Mar 2014 15:11:22.607, gskbio-akamai-sbhardwa - FF Agent,Madrid  Spain - Orange,0.389,
03 Mar 2014 15:11:23.480, gskbio-origin-sbhardwa - FF Agent,Munich  Germany - Telefonica,0.879,
03 Mar 2014 15:11:23.523, gskbio-akamai-sbhardwa - FF Agent,Munich  Germany - Telefonica,0.624,
03 Mar 2014 15:11:23.743, gskbio-akamai-sbhardwa - FF Agent,Bangalore  India - TATA (VSNL),1.797,
03 Mar 2014 15:11:23.850, gskbio-origin-sbhardwa - FF Agent,Bangalore  India - TATA (VSNL),4.375,
03 Mar 2014 15:11:24.013, gskbio-origin-sbhardwa - FF Agent,Paris  France - Limelight,0.421,
03 Mar 2014 15:11:24.020, gskbio-akamai-sbhardwa - FF Agent,Paris  France - Limelight,0.186,
03 Mar 2014 15:11:25.170, gskbio-origin-sbhardwa - FF Agent,Washington  D.C. - Verizon,1.180,
03 Mar 2014 15:11:25.197, gskbio-akamai-sbhardwa - FF Agent,Washington  D.C. - Verizon,4.788,
03 Mar 2014 15:11:26.117, gskbio-origin-sbhardwa - FF Agent,Rome  Italy - ITnet,0.629,
03 Mar 2014 15:11:26.127, gskbio-akamai-sbhardwa - FF Agent,Rome  Italy - ITnet,0.487,
03 Mar 2014 15:11:26.487, gskbio-origin-sbhardwa - FF Agent,Berlin  Germany - Versatel,0.528,
03 Mar 2014 15:11:26.617, gskbio-akamai-sbhardwa - FF Agent,Berlin  Germany - Versatel,0.286,
03 Mar 2014 15:11:29.297, gskbio-origin-sbhardwa - FF Agent,London  UK - Verizon,0.477,
03 Mar 2014 15:11:35.097, gskbio-akamai-sbhardwa - FF Agent,Tokyo  Japan - NTT,1.820,
03 Mar 2014 15:11:35.097, gskbio-origin-sbhardwa - FF Agent,Tokyo  Japan - NTT,3.999,
03 Mar 2014 15:11:36.327, gskbio-origin-sbhardwa - FF Agent,Boston  MA - Savvis,0.995,
03 Mar 2014 15:11:41.957, gskbio-origin-sbhardwa - FF Agent,London  UK - Telstra,0.936,
03 Mar 2014 15:11:42.977, gskbio-akamai-sbhardwa - FF Agent,London  UK - Telstra,5.635,
03 Mar 2014 15:11:48.577, gskbio-origin-sbhardwa - FF Agent,Atlanta  GA - Verizon,1.209,
03 Mar 2014 15:11:50.980, gskbio-origin-sbhardwa - FF Agent,Paris  France - France Telecom,0.715,
03 Mar 2014 15:11:51.993, gskbio-akamai-sbhardwa - FF Agent,Paris  France - France Telecom,0.204,
03 Mar 2014 15:11:55.970, gskbio-akamai-sbhardwa - FF Agent,Barcelona  ES - Adam - IPv6,0.714,
03 Mar 2014 15:11:55.970, gskbio-origin-sbhardwa - FF Agent,Barcelona  ES - Adam - IPv6,1.310,
03 Mar 2014 15:11:58.820, gskbio-akamai-sbhardwa - FF Agent,Atlanta  GA - Verizon,0.745,
03 Mar 2014 15:12:00.180, gskbio-origin-sbhardwa - FF Agent,Perth - Telstra,7.779,
03 Mar 2014 15:12:05.103, gskbio-akamai-sbhardwa - FF Agent,Tokyo  Japan - KDDI,1.765,
03 Mar 2014 15:12:05.103, gskbio-origin-sbhardwa - FF Agent,Tokyo  Japan - KDDI,5.277,
03 Mar 2014 15:12:06.707, gskbio-akamai-sbhardwa - FF Agent,Sydney  Australia - Telstra,2.222,
03 Mar 2014 15:12:06.717, gskbio-origin-sbhardwa - FF Agent,Sydney  Australia - Telstra,2.924,
03 Mar 2014 15:12:22.107, gskbio-akamai-sbhardwa - FF Agent,Singapore  Singapore - Singtel,2.280,
03 Mar 2014 15:12:22.140, gskbio-origin-sbhardwa - FF Agent,Singapore  Singapore - Singtel,5.343,
03 Mar 2014 15:12:31.373, gskbio-akamai-sbhardwa - FF Agent,San Jose  CA - Verizon,2.822,
03 Mar 2014 15:12:31.430, gskbio-origin-sbhardwa - FF Agent,San Jose  CA - Verizon,2.485,
03 Mar 2014 15:13:09.750, gskbio-origin-sbhardwa - FF Agent,Mesa  AZ - AT&T,2.230,
03 Mar 2014 15:13:11.840, gskbio-akamai-sbhardwa - FF Agent,Madrid  Spain - Telefonica,2.924,
03 Mar 2014 15:13:13.867, gskbio-origin-sbhardwa - FF Agent,Madrid  Spain - Telefonica,12.041,
03 Mar 2014 15:13:16.040, gskbio-origin-sbhardwa - FF Agent,Dallas  TX - AT&T,1.839,
03 Mar 2014 15:13:16.157, gskbio-akamai-sbhardwa - FF Agent,Dallas  TX - AT&T,1.227,
03 Mar 2014 15:13:20.203, gskbio-akamai-sbhardwa - FF Agent,Mesa  AZ - AT&T,1.132,
03 Mar 2014 15:13:44.120, gskbio-origin-sbhardwa - FF Agent,Los Angeles  CA - Verizon,1.940,
03 Mar 2014 15:13:44.153, gskbio-akamai-sbhardwa - FF Agent,Los Angeles  CA - Verizon,1.067,
03 Mar 2014 15:14:18.967, gskbio-origin-sbhardwa - FF Agent,New York  NY - Sprint,0.898,
03 Mar 2014 15:14:18.980, gskbio-akamai-sbhardwa - FF Agent,New York  NY - Sprint,0.606,
03 Mar 2014 15:15:17.520, gskbio-akamai-sbhardwa - FF Agent,Melbourne  AU - Intervolve,2.219,
03 Mar 2014 15:15:38.617, gskbio-origin-sbhardwa - FF Agent,Melbourne  AU - Intervolve,6.483,
03 Mar 2014 15:17:22.047, gskbio-akamai-sbhardwa - FF Agent,London  UK - Cable & Wireless,1.280,
03 Mar 2014 15:17:24.073, gskbio-origin-sbhardwa - FF Agent,London  UK - Cable & Wireless,0.718,
03 Mar 2014 16:11:08.203, gskbio-akamai-sbhardwa - FF Agent,Barcelona  ES - Adam,0.786,
03 Mar 2014 16:11:18.543, gskbio-origin-sbhardwa - FF Agent,Barcelona  ES - Adam,1.055,
03 Mar 2014 16:11:31.497, gskbio-akamai-sbhardwa - FF Agent,Perth - Telstra,2.141,
03 Mar 2014 16:11:31.507, gskbio-origin-sbhardwa - FF Agent,Madrid  Spain - Orange,0.994,
03 Mar 2014 16:11:32.363, gskbio-akamai-sbhardwa - FF Agent,Madrid  Spain - Orange,0.672,
03 Mar 2014 16:11:32.843, gskbio-akamai-sbhardwa - FF Agent,Boston  MA - Savvis,0.740,
03 Mar 2014 16:11:33.737, gskbio-origin-sbhardwa - FF Agent,Munich  Germany - Telefonica,0.595,
03 Mar 2014 16:11:33.770, gskbio-akamai-sbhardwa - FF Agent,Munich  Germany - Telefonica,0.289,
03 Mar 2014 16:11:35.047, gskbio-akamai-sbhardwa - FF Agent,Bangalore  India - TATA (VSNL),4.850,
03 Mar 2014 16:11:35.067, gskbio-origin-sbhardwa - FF Agent,Washington  D.C. - Verizon,1.011,
03 Mar 2014 16:11:35.077, gskbio-origin-sbhardwa - FF Agent,Bangalore  India - TATA (VSNL),4.956,
03 Mar 2014 16:11:35.170, gskbio-akamai-sbhardwa - FF Agent,London  UK - Verizon,0.195,
03 Mar 2014 16:11:35.277, gskbio-origin-sbhardwa - FF Agent,London  UK - Verizon,0.349,
03 Mar 2014 16:11:37.430, gskbio-origin-sbhardwa - FF Agent,Rome  Italy - ITnet,1.360,
03 Mar 2014 16:11:37.440, gskbio-akamai-sbhardwa - FF Agent,Rome  Italy - ITnet,0.594,
03 Mar 2014 16:11:38.297, gskbio-akamai-sbhardwa - FF Agent,Paris  France - Limelight,0.259,
03 Mar 2014 16:11:38.297, gskbio-origin-sbhardwa - FF Agent,Paris  France - Limelight,0.691,
03 Mar 2014 16:11:38.653, gskbio-origin-sbhardwa - FF Agent,Berlin  Germany - Versatel,0.515,
03 Mar 2014 16:11:38.740, gskbio-akamai-sbhardwa - FF Agent,Berlin  Germany - Versatel,0.347,
03 Mar 2014 16:11:43.043, gskbio-origin-sbhardwa - FF Agent,Boston  MA - Savvis,0.938,
03 Mar 2014 16:11:47.177, gskbio-origin-sbhardwa - FF Agent,Tokyo  Japan - NTT,4.094,
03 Mar 2014 16:11:47.197, gskbio-akamai-sbhardwa - FF Agent,Tokyo  Japan - NTT,1.846,
03 Mar 2014 16:11:47.407, gskbio-akamai-sbhardwa - FF Agent,Washington  D.C. - Verizon,0.689,
03 Mar 2014 16:11:50.360, gskbio-origin-sbhardwa - FF Agent,London  UK - Telstra,0.381,
03 Mar 2014 16:11:58.387, gskbio-origin-sbhardwa - FF Agent,Atlanta  GA - Verizon,1.481,
03 Mar 2014 16:12:01.540, gskbio-akamai-sbhardwa - FF Agent,London  UK - Telstra,0.364,
03 Mar 2014 16:12:03.910, gskbio-akamai-sbhardwa - FF Agent,Paris  France - France Telecom,0.157,
03 Mar 2014 16:12:04.863, gskbio-origin-sbhardwa - FF Agent,Paris  France - France Telecom,0.569,
03 Mar 2014 16:12:05.727, gskbio-akamai-sbhardwa - FF Agent,Atlanta  GA - Verizon,0.724,
03 Mar 2014 16:12:15.927, gskbio-akamai-sbhardwa - FF Agent,Tokyo  Japan - KDDI,2.150,
03 Mar 2014 16:12:21.193, gskbio-origin-sbhardwa - FF Agent,Perth - Telstra,6.317,
03 Mar 2014 16:12:22.380, gskbio-origin-sbhardwa - FF Agent,Sydney  Australia - Telstra,2.900,
03 Mar 2014 16:12:22.397, gskbio-akamai-sbhardwa - FF Agent,Sydney  Australia - Telstra,2.437,
03 Mar 2014 16:12:24.057, gskbio-origin-sbhardwa - FF Agent,Tokyo  Japan - KDDI,3.985,
03 Mar 2014 16:12:29.447, gskbio-akamai-sbhardwa - FF Agent,Singapore  Singapore - Singtel,1.923,
03 Mar 2014 16:12:39.950, gskbio-origin-sbhardwa - FF Agent,Singapore  Singapore - Singtel,4.869,
03 Mar 2014 16:12:47.037, gskbio-akamai-sbhardwa - FF Agent,San Jose  CA - Verizon,3.900,
03 Mar 2014 16:12:47.140, gskbio-origin-sbhardwa - FF Agent,San Jose  CA - Verizon,2.477,
03 Mar 2014 16:13:19.560, gskbio-origin-sbhardwa - FF Agent,Mesa  AZ - AT&T,2.235,
03 Mar 2014 16:13:28.783, gskbio-akamai-sbhardwa - FF Agent,Mesa  AZ - AT&T,1.423,
03 Mar 2014 16:13:28.797, gskbio-origin-sbhardwa - FF Agent,Madrid  Spain - Telefonica,1.010,
03 Mar 2014 16:13:38.980, gskbio-akamai-sbhardwa - FF Agent,Madrid  Spain - Telefonica,0.632,
03 Mar 2014 16:13:43.677, gskbio-akamai-sbhardwa - FF Agent,Dallas  TX - AT&T,0.975,
03 Mar 2014 16:13:44.707, gskbio-origin-sbhardwa - FF Agent,Dallas  TX - AT&T,1.715,
03 Mar 2014 16:14:15.860, gskbio-akamai-sbhardwa - FF Agent,Los Angeles  CA - Verizon,1.052,
03 Mar 2014 16:14:15.883, gskbio-origin-sbhardwa - FF Agent,Los Angeles  CA - Verizon,1.516,
03 Mar 2014 16:15:05.210, gskbio-origin-sbhardwa - FF Agent,New York  NY - Sprint,0.885,
03 Mar 2014 16:15:05.303, gskbio-akamai-sbhardwa - FF Agent,New York  NY - Sprint,0.587,
03 Mar 2014 16:15:27.917, gskbio-akamai-sbhardwa - FF Agent,Melbourne  AU - Intervolve,2.463,
03 Mar 2014 16:15:48.667, gskbio-origin-sbhardwa - FF Agent,Melbourne  AU - Intervolve,3.778,
03 Mar 2014 16:16:43.617, gskbio-origin-sbhardwa - FF Agent,Barcelona  ES - Adam - IPv6,1.459,
03 Mar 2014 16:16:44.620, gskbio-akamai-sbhardwa - FF Agent,Barcelona  ES - Adam - IPv6,0.784,
03 Mar 2014 16:17:30.263, gskbio-akamai-sbhardwa - FF Agent,London  UK - Cable & Wireless,0.252,
03 Mar 2014 16:17:30.347, gskbio-origin-sbhardwa - FF Agent,London  UK - Cable & Wireless,0.141,
03 Mar 2014 17:11:13.463, gskbio-akamai-sbhardwa - FF Agent,Barcelona  ES - Adam,0.805,
03 Mar 2014 17:11:33.780, gskbio-origin-sbhardwa - FF Agent,Barcelona  ES - Adam,1.617,
03 Mar 2014 17:11:41.687, gskbio-origin-sbhardwa - FF Agent,Washington  D.C. - Verizon,1.147,
